# field visit time xshift yshift rot scale rms N
j113007-144930 qso-j1130-1449-d7h-31-250.0-f160w 1515467511.0 -0.4918 -2.6341 -0.0007 0.99988 0.127 202
j113007-144930 qso-j1130-1449-d7h-32-264.0-f140w 1515467385.0 -1.0896 -2.2439 0.0001 0.99984 0.072 57
j113007-144930 qso-j1130-1449-d7h-32-264.0-f160w 1515467475.0 -1.1159 -2.1993 -0.004 0.99986 0.108 182
j113103-270513 mrc1128-268-cou-33-086.0-f140w 1515483336.0 -0.4608 0.2017 0.0257 0.99986 0.055 10
j113103-270513 mrc1128-268-cou-34-156.0-f140w 1515483457.0 1.9949 5.1029 0.0215 0.99976 0.054 43
j113233+380350 sdss-j113233.63+380346.4-cbw-04-124.0-f140w 1515490406.0 -0.7418 -1.2082 0.0348 1.00054 0.302 20
j113233+380350 sdss-j113233.63+380346.4-cbw-13-144.0-f140w 1515490473.0 -0.757 -1.1965 0.0316 1.00056 0.064 49
j113734-112515 cl1138-11.2-c1b-07-123.0-f105w 1515497796.0 -5.261 -2.3553 0.0062 1.00042 0.247 31
j113812-113415 cl1138-11.0-c1b-05-122.0-f105w 1515026503.0 -0.9188 0.0575 -0.0206 1.00023 0.262 30
j113848-113422 cl1138-11.1-c1b-06-122.0-f105w 1515022982.0 0.0 0.0 0.0 1.0 0.0 0
j114936+222414 causticcrossingcandidate-d4q-02-287.0-f160w 1513794922.0 2.6293 -1.512 0.0281 0.99991 0.094 319
j114936+222414 causticcrossingcandidate-d4q-03-282.0-f160w 1513796123.0 2.4595 -1.3398 0.0241 0.99995 0.119 343
j114936+222414 causticcrossingcandidate-d4q-04-282.0-f160w 1513794864.0 2.5858 -1.3257 0.0288 0.99995 0.098 284
j114936+222414 macs1149+2223-bf5-a2-080.0-f160w 1513795020.0 -3.2821 3.4349 0.0264 0.99996 0.095 302
j114936+222414 macs1149+2223-bf5-a4-080.0-f105w 1513799278.0 -2.7489 3.3706 0.0203 0.99986 0.088 300
j114936+222414 macs1149+2223-bf5-a4-080.0-f140w 1513797933.0 -2.8725 3.294 0.029 0.99992 0.094 335
j114936+222414 macs1149+2223-bf5-a9-080.0-f160w 1513795064.0 -3.1918 2.7921 0.0304 0.99996 0.095 349
j114936+222414 macs1149+2223-bf5-b1-112.0-f160w 1513795112.0 -0.8756 3.1802 0.0264 0.99995 0.101 291
j114936+222414 macs1149+2223-bf5-b6-052.0-f105w 1513799322.0 -3.3665 1.67 0.027 0.99988 0.086 299
j114936+222414 macs1149+2223-bf5-b6-052.0-f140w 1513797892.0 -3.4574 1.5585 0.0354 0.9999 0.084 350
j114936+222414 macs1149+2223-bf5-b8-052.0-f160w 1513794972.0 -4.1305 2.038 0.0257 0.99997 0.107 319
j114936+222414 macs1149.6+2223-ca5-23-125.0-f140w 1513791914.0 0.3758 1.7411 0.0284 0.99986 0.068 146
j114936+222414 macs1149.6+2223-ca5-24-125.0-f105w 1513791547.0 0.2786 1.6336 0.0196 0.9998 0.837 74
j114936+222414 macs1149.6+2223-ca5-24-125.0-f140w 1513797973.0 0.5316 1.9508 0.0318 0.99989 0.101 327
j114936+222414 macs1149.6+2223-ca5-43-125.0-f105w 1513791682.0 1.6143 2.1149 0.0176 0.99978 0.067 135
j114936+222414 macs1149.6+2223-ca5-44-125.0-f105w 1513791817.0 1.7196 2.2816 0.0188 0.99976 0.076 127
j114936+222414 macs1149.6+2223-rot-ca5-21-032.0-f140w 1513792403.0 -1.3176 0.6773 0.0281 0.99981 0.054 146
j114936+222414 macs1149.6+2223-rot-ca5-22-032.0-f105w 1513792067.0 -1.5354 0.8154 0.0135 0.99976 0.066 120
j114936+222414 macs1149.6+2223-rot-ca5-41-032.0-f105w 1513792207.0 -1.0223 0.7459 0.0219 0.99977 0.052 125
j114936+222414 macs1149.6+2223-rot-ca5-42-032.0-f105w 1513792326.0 -1.2504 0.8828 0.0172 0.99979 0.065 124
j114936+222414 macsj1149-sn-cxz-a3-305.0-f105w 1513799143.0 2.1562 -1.6896 0.0176 0.99993 0.095 294
j114936+222414 macsj1149.5+2223-cdu-01-125.0-f160w 1513795159.0 0.511 0.8456 0.0272 0.99994 0.072 370
j114936+222414 macsj1149.5+2223-cdu-10-125.0-f140w 1513798019.0 -0.3407 0.4796 0.0293 0.99992 0.06 345
j114936+222414 macsj1149.5+2223-cdu-16-125.0-f140w 1513798095.0 -0.3981 0.4517 0.0297 0.99989 0.064 353
j114936+222414 macsj1149.5+2223-cdu-20-125.0-f140w 1513798177.0 -0.3807 0.4863 0.0294 0.9999 0.065 359
j114936+222414 macsj1149.5+2223-cdu-28-125.0-f140w 1513798259.0 -0.4049 0.4716 0.0303 0.99989 0.064 350
j114936+222414 macsj1149.5+2223-cdu-a1-125.0-f105w 1513798515.0 -0.2776 0.5352 0.0195 0.99984 0.089 312
j114936+222414 macsj1149.5+2223-cdu-a1-125.0-f140w 1513798337.0 -0.2948 0.4916 0.0298 0.99987 0.064 352
j114936+222414 macsj1149.5+2223-cdu-a2-125.0-f105w 1513799080.0 -0.368 0.4456 0.0198 0.99985 0.078 316
j114936+222414 macsj1149.5+2223-cdu-a2-125.0-f160w 1513795226.0 -0.6276 0.321 0.0262 0.99995 0.059 380
j114936+222414 macsj1149.5+2223-cdu-a3-125.0-f105w 1513799011.0 -0.36 0.3698 0.0211 0.99985 0.064 307
j114936+222414 macsj1149.5+2223-cdu-a3-125.0-f160w 1513795290.0 -0.558 0.2805 0.0268 0.99994 0.059 352
j114936+222414 macsj1149.5+2223-cdu-b1-125.0-f105w 1513798944.0 -0.4118 0.4443 0.0209 0.99984 0.082 316
j114936+222414 macsj1149.5+2223-cdu-b1-125.0-f160w 1513795354.0 -0.6179 0.414 0.0256 0.99995 0.052 361
j114936+222414 macsj1149.5+2223-cdu-b2-125.0-f105w 1513798881.0 -0.1387 0.6298 0.0191 0.99984 0.083 317
j114936+222414 macsj1149.5+2223-cdu-b2-125.0-f160w 1513794806.0 -0.4274 0.5079 0.0256 0.99994 0.093 354
j114936+222414 macsj1149.5+2223-cdu-b3-125.0-f105w 1513798804.0 -0.1552 0.6691 0.0203 0.99983 0.071 314
j114936+222414 macsj1149.5+2223-cdu-b3-125.0-f160w 1513795419.0 -0.3699 0.6012 0.0262 0.99995 0.061 357
j114936+222414 macsj1149.5+2223-cdu-b4-125.0-f105w 1513798711.0 -0.219 0.6915 0.0201 0.99985 0.066 304
j114936+222414 macsj1149.5+2223-cdu-b4-125.0-f160w 1513795534.0 -0.4149 0.689 0.0258 0.99996 0.06 366
j114936+222414 macsj1149.5+2223-cdu-b5-125.0-f105w 1513798609.0 -0.4479 0.7467 0.0194 0.99984 0.081 318
j114936+222414 macsj1149.5+2223-cdu-b5-125.0-f160w 1513795599.0 -0.6372 0.7843 0.0255 0.99993 0.06 366
j114936+222414 macsj1149.5+2223-cdu-b6-125.0-f105w 1513799437.0 -0.7456 0.4921 0.0207 0.99984 0.077 316
j114936+222414 macsj1149.5+2223-cdu-b6-125.0-f160w 1513795667.0 -0.9003 0.4795 0.0267 0.99993 0.063 360
j114936+222414 macsj1149.5+2223-cdu-b7-125.0-f105w 1513798426.0 -0.6189 0.5963 0.0207 0.99983 0.079 316
j114936+222414 macsj1149.5+2223-cdu-b7-125.0-f160w 1513795733.0 -0.8294 0.6108 0.0264 0.99993 0.06 366
j114936+222414 macsj1149.5+2223-cdu-b8-125.0-f105w 1513799371.0 -0.7961 0.772 0.0184 0.99984 0.077 317
j114936+222414 macsj1149.5+2223-cdu-b8-125.0-f160w 1513795797.0 -1.0161 0.8003 0.0244 0.99996 0.061 358
j114936+222414 macsj1149.5+2223-cdu-b9-125.0-f105w 1513799210.0 -0.7537 0.6023 0.0186 0.99983 0.069 307
j114936+222414 macsj1149.5+2223-cdu-b9-125.0-f160w 1513795861.0 -0.9487 0.6261 0.025 0.99995 0.066 379
j114936+222414 possiblestarcounterimage-ddd-04-121.0-f160w 1513795922.0 1.3602 2.723 0.027 0.99992 0.106 340
j114936+222414 refsdal-cl3-r0-080.0-f160w 1513796073.0 -1.2949 1.6313 0.0272 0.99993 0.101 355
j114936+222414 refsdal-cl3-r1-119.0-f160w 1513794450.0 1.192 2.5462 0.0247 0.9999 0.101 348
j114936+222414 refsdal-cl3-r2-118.0-f160w 1513794350.0 1.0556 2.5104 0.0256 0.99991 0.083 331
j114936+222414 refsdal-cl3-r3-118.0-f160w 1513794400.0 1.1618 2.4509 0.0258 0.99992 0.098 342
j114936+222414 refsdal-cl3-r4-117.0-f160w 1513794294.0 1.0509 2.6795 0.0243 0.99989 0.087 340
j114936+222414 refsdal-cl3-r5-116.0-f160w 1513794244.0 1.1514 2.4526 0.0262 0.99988 0.092 343
j114936+222414 refsdal-cl3-r6-115.0-f160w 1513794195.0 0.9632 2.3479 0.0269 0.99988 0.12 281
j114936+222414 refsdal-cl3-r7-081.0-f160w 1513794755.0 -1.1577 1.416 0.0296 0.99991 0.09 369
j114936+222414 refsdal-cl3-r8-081.0-f160w 1513794706.0 -1.1007 1.4726 0.0304 0.9999 0.106 367
j114936+222414 refsdal-cl3-r9-080.0-f160w 1513795478.0 -1.2445 1.6563 0.0261 0.99993 0.098 344
j114936+222414 refsdal-cl3-rc-081.0-f160w 1513794654.0 -1.0062 1.2985 0.0278 0.99991 0.077 288
j114936+222414 refsdal-cl3-rd-052.0-f160w 1513795973.0 -2.4454 0.6604 0.0316 0.99999 0.08 280
j114936+222414 refsdal-cl3-re-052.0-f160w 1513796025.0 -2.4167 0.4675 0.0338 1.0 0.092 336
j114936+222414 refsdal-cl3-rf-330.0-f160w 1513794499.0 -1.6364 -2.5969 0.0224 0.99988 0.097 327
j114936+222414 refsdal-cl3-rg-330.0-f160w 1513794549.0 -1.1072 -2.8743 0.0273 0.99985 0.087 355
j114936+222414 refsdal-grism-csc-a0-111.0-f160w 1513792512.0 1.4146 2.2115 0.0266 0.99989 0.095 134
j114936+222414 refsdal-grism-csc-a1-111.0-f160w 1513792568.0 1.5446 2.5481 0.0236 0.99988 0.081 145
j114936+222414 refsdal-grism-csc-a2-111.0-f160w 1513792620.0 1.5022 2.3125 0.0256 0.99994 0.102 138
j114936+222414 refsdal-grism-csc-a3-111.0-f160w 1513792678.0 1.5067 2.7854 0.0252 0.99994 0.086 145
j114936+222414 refsdal-grism-csc-a4-111.0-f160w 1513792740.0 1.4826 2.3607 0.0274 0.9999 0.099 149
j114936+222414 refsdal-grism-csc-a5-111.0-f160w 1513792803.0 1.6516 3.0263 0.0217 0.99993 0.097 143
j114936+222414 refsdal-grism-csc-a6-111.0-f160w 1513792852.0 1.5111 2.394 0.0277 0.99991 0.082 144
j114936+222414 refsdal-grism-csc-a7-111.0-f160w 1513792902.0 1.4853 2.6821 0.027 0.99988 0.117 149
j114936+222414 refsdal-grism-csc-aa-111.0-f125w 1513792951.0 1.8829 2.4501 0.0271 0.99988 0.104 133
j114936+222414 refsdal-grism-csc-ab-111.0-f125w 1513792998.0 1.8409 2.3653 0.029 0.99986 0.103 132
j114936+222414 refsdal-grism-csc-ac-111.0-f125w 1513793047.0 1.8057 2.2313 0.0291 0.99991 0.08 128
j114936+222414 refsdal-grism-csc-ad-111.0-f125w 1513793096.0 1.9845 2.3056 0.0341 0.99978 0.099 130
j114936+222414 refsdal-grism-csc-ae-111.0-f125w 1513793147.0 1.8658 2.3225 0.0308 0.99983 0.105 134
j114936+222414 refsdal-grism-csc-af-111.0-f125w 1513793195.0 1.8899 2.2619 0.0302 0.99987 0.107 130
j114936+222414 refsdal-grism-csc-ag-111.0-f125w 1513793242.0 1.6149 2.3391 0.0316 0.99986 0.096 133
j114936+222414 refsdal-grism-csc-b0-119.0-f160w 1513793290.0 1.849 2.461 0.0288 0.99987 0.079 140
j114936+222414 refsdal-grism-csc-b1-119.0-f160w 1513793338.0 2.0238 2.3334 0.0296 0.99991 0.081 144
j114936+222414 refsdal-grism-csc-b2-119.0-f160w 1513793386.0 2.0528 2.3486 0.0326 0.99991 0.082 147
j114936+222414 refsdal-grism-csc-b3-119.0-f160w 1513793435.0 1.9615 2.736 0.0263 0.9999 0.098 140
j114936+222414 refsdal-grism-csc-b4-119.0-f160w 1513793482.0 1.9634 2.5971 0.0294 0.99988 0.065 142
j114936+222414 refsdal-grism-csc-b5-119.0-f160w 1513793529.0 2.0534 2.3437 0.0301 0.99994 0.082 150
j114936+222414 refsdal-grism-csc-b6-119.0-f160w 1513793585.0 1.8071 2.7218 0.024 0.99994 0.085 142
j114936+222414 refsdal-grism-csc-b7-119.0-f160w 1513793632.0 1.9744 2.8713 0.0269 0.99988 0.09 149
j114936+222414 refsdal-grism-csc-ba-119.0-f125w 1513793678.0 2.0979 2.4957 0.0282 0.99986 0.084 128
j114936+222414 refsdal-grism-csc-bb-119.0-f125w 1513793725.0 2.0345 2.529 0.0243 0.99988 0.095 134
j114936+222414 refsdal-grism-csc-bc-119.0-f125w 1513793773.0 2.1762 2.4652 0.0263 0.99992 0.087 131
j114936+222414 refsdal-grism-csc-bd-119.0-f125w 1513793821.0 2.2324 2.5539 0.0253 0.99986 0.095 129
j114936+222414 refsdal-grism-csc-be-119.0-f125w 1513793869.0 2.3679 2.6742 0.0313 0.9998 0.084 132
j114936+222414 refsdal-grism-csc-bf-119.0-f125w 1513793917.0 2.3433 2.6595 0.0285 0.9999 0.08 127
j114936+222414 refsdal-grism-csc-bg-119.0-f125w 1513793966.0 2.4376 2.8243 0.0235 0.99985 0.103 134
j114936+222414 refsdal2-cl3-rh-330.0-f105w 1513799556.0 -1.1563 -2.2882 0.0157 0.99976 0.112 295
j114936+222414 refsdal2-cl3-rh-330.0-f160w 1513796968.0 -1.4655 -2.4403 0.0218 0.99985 0.104 294
j114936+222414 refsdal2-cl3-ri-307.0-f105w 1513799846.0 -0.2304 -2.582 0.0115 0.99977 0.101 278
j114936+222414 refsdal2-cl3-ri-307.0-f160w 1513797016.0 -0.6849 -2.8035 0.02 0.99989 0.105 288
j114936+222414 refsdal2-cl3-rj-305.0-f105w 1513799661.0 -0.7517 -2.4129 0.0118 0.99975 0.099 276
j114936+222414 refsdal2-cl3-rj-305.0-f160w 1513797063.0 -1.0604 -2.6195 0.0188 0.99988 0.11 326
j114936+222414 refsdal2-cl3-rk-297.0-f160w 1513797111.0 -0.4847 -2.3386 0.0186 0.99987 0.08 306
j114936+222414 refsdal2-cl3-rl-290.0-f105w 1513799609.0 -0.3169 -2.589 0.0152 0.99979 0.104 289
j114936+222414 refsdal2-cl3-rl-290.0-f160w 1513797159.0 -0.6158 -2.7153 0.0206 0.99992 0.102 309
j114936+222414 refsdal2-cl3-rm-286.0-f160w 1513797206.0 -0.1886 -2.4942 0.0215 0.99992 0.105 315
j114936+222414 refsdal2-cl3-rn-279.0-f105w 1513799498.0 0.2068 -2.4971 0.0146 0.99976 0.094 276
j114936+222414 refsdal2-cl3-ro-283.0-f160w 1513796818.0 -0.3363 -2.6086 0.0266 0.99988 0.098 285
j114936+222414 refsdalreappearance-cur-01-128.0-f160w 1513796502.0 1.4618 2.3443 0.0274 0.99985 0.101 322
j114936+222414 refsdalreappearance-cur-13-127.0-f160w 1513796657.0 1.8525 2.4343 0.0296 0.99988 0.088 349
j114936+222414 refsdalreappearance-cur-14-127.0-f160w 1513796607.0 1.8202 2.5271 0.0269 0.99989 0.122 363
j114936+222414 refsdalreappearance-cur-15-081.0-f160w 1513796766.0 -1.2685 1.3084 0.0285 0.99994 0.086 340
j114936+222414 refsdalreappearance-cur-17-035.0-f160w 1513796918.0 0.5139 0.9744 0.0337 0.99997 0.089 350
j114936+222414 refsdalreappearance-cur-18-305.0-f160w 1513797793.0 2.1685 -2.4275 0.0302 0.99997 0.091 344
j114936+222414 refsdalreappearance-cur-19-305.0-f160w 1513797739.0 2.2138 -2.2316 0.0307 1.00001 0.096 353
j114936+222414 refsdalreappearance-cur-20-289.0-f160w 1513797256.0 3.0054 -1.4152 0.0249 0.99991 0.116 340
j114936+222414 refsdalreappearance-cur-22-081.0-f160w 1513796707.0 -1.7713 1.2809 0.0285 0.99993 0.075 333
j114936+222414 refsdalreappearance-cur-23-035.0-f160w 1513796867.0 0.5278 1.0116 0.0331 0.99998 0.099 304
j114936+222414 refsdalreappearance-cur-24-330.0-f160w 1513794145.0 -2.0932 -3.1182 0.0241 0.99993 0.108 295
j114936+222414 refsdalreappearance-cur-25-308.0-f160w 1513794599.0 2.1154 -2.326 0.0267 1.0 0.096 295
j114936+222414 refsdalreappearance-cur-30-080.0-f105w 1513799717.0 -1.6963 1.4518 0.0214 0.9998 0.088 286
j114936+222414 refsdalreappearance-cur-31-081.0-f105w 1513799779.0 -1.4235 1.1868 0.0251 0.99979 0.066 298
j114936+222414 refsdalreappearance-cur-31-081.0-f160w 1513796183.0 -1.8148 0.8895 0.0311 0.99992 0.091 314
j114936+222414 refsdalreappearance-cur-34-305.0-f160w 1513797683.0 2.3495 -2.1291 0.0314 0.99998 0.086 339
j114936+222414 refsdalreappearance-cur-35-305.0-f160w 1513797626.0 1.9205 -1.6664 0.0231 0.99999 0.095 328
j114936+222414 refsdalreappearance-cur-40-305.0-f160w 1513797358.0 2.0878 -2.1515 0.0286 1.00001 0.091 334
j114936+222414 refsdalreappearance-cur-42-289.0-f160w 1513797304.0 3.2567 -1.0729 0.0261 0.99993 0.081 339
j114936+222414 refsdalreappearance-cur-43-289.0-f160w 1513796246.0 2.6534 -1.3053 0.0245 0.99992 0.096 319
j114936+222414 refsdalreappearance-cur-45-289.0-f160w 1513797847.0 2.9092 -1.1059 0.0219 0.99988 0.1 344
j114936+222414 refsdalreappearance-cur-46-289.0-f160w 1513797464.0 2.9111 -1.1723 0.0212 0.99991 0.094 334
j114936+222414 refsdalreappearance-cur-47-290.0-f160w 1513797569.0 2.882 -1.1399 0.0214 0.99993 0.092 348
j114936+222414 refsdalreappearance-cur-48-290.0-f160w 1513797411.0 2.7706 -1.2754 0.0234 0.99994 0.096 332
j114936+222414 refsdalreappearance-cur-49-289.0-f160w 1513797517.0 3.3191 -1.2198 0.0282 0.99993 0.095 344
j114936+222414 refsdalreappearance-cur-50-287.0-f160w 1513796449.0 3.2514 -0.7582 0.0243 0.99991 0.09 337
j114936+222414 refsdalreappearance-cur-51-287.0-f160w 1513796396.0 2.9079 -0.9237 0.0232 0.99989 0.108 347
j114936+222414 refsdalreappearance-cur-52-287.0-f160w 1513796346.0 2.8614 -1.3356 0.0234 0.99991 0.107 348
j114936+222414 refsdalreappearance-cur-53-287.0-f160w 1513796297.0 2.9278 -1.4474 0.0284 0.9999 0.093 334
j114936+222414 refsdalreappearance-cur-54-127.0-f160w 1513796555.0 1.4762 2.6411 0.0259 0.9999 0.105 339
j120342+102833 sdss-j120342.24+102831.8-cbw-02-122.0-f140w 1515014423.0 -2.4698 2.7541 -0.0082 0.99949 0.527 20
j120342+102833 sdss-j120342.24+102831.8-cbw-11-275.0-f140w 1515014488.0 1.2007 -0.6525 -0.0132 0.99954 0.067 60
j120606+840108 wise1206+8401-c6f-10-003.0-f125w 1515810971.0 2.5179 -4.3587 0.0052 1.0001 0.206 124
j120606+840108 wise1206+8401-c6f-11-245.0-f105w 1515810753.0 0.0 0.0 0.0 1.0 0.0 0
j120606+840108 wise1206+8401-c6f-12-245.0-f125w 1515810862.0 -0.0182 -0.1524 0.0079 1.00002 0.105 43
j120639+025302 sdss-j120639.85+025308.3-cbw-09-293.0-f140w 1515007825.0 2.1796 -1.4749 -0.0122 1.0 0.192 14
j120639+025302 sdss-j120639.85+025308.3-cbw-18-313.0-f140w 1515007889.0 1.1516 -0.6852 -0.0105 1.00002 0.073 40
j120855-484427 wise1208-48-bl4-05-255.0-f140w 1515824327.0 -1.4021 1.4045 0.0145 1.0002 0.069 46
j121143+083354 j1211+0833-cwu-01-071.0-f140w 1520295432.0 -3.1814 -1.723 -0.0259 1.00003 0.157 15
j121143+083354 j1211+0833-cwu-02-100.0-f140w 1520295496.0 -2.5334 0.4744 -0.0354 1.00001 0.109 30
j121143+083354 j1211+0833-cwu-03-120.0-f140w 1520295561.0 -0.0373 2.2925 -0.0281 1.00006 0.087 34
j121931+494058 q1217+490-br9-08-181.0-f140w 1515000154.0 0.0 0.0 0.0 1.0 nan 0
j121931+494058 q1217+490-br9-23-261.0-f140w 1515000217.0 5.1008 0.7206 0.0008 1.0001 0.071 28
j121931+494058 q1217-field-b2v-05-159.0-f160w 1515000304.0 -1.9591 7.8674 0.001 1.00006 0.142 154
j122754-113751 cl1227-11.0-c1b-08-129.0-f105w 1514997357.0 -1.8515 0.2776 -0.0027 1.00014 0.173 17
j122754-113751 cl1227-11.1-c1b-09-180.0-f105w 1514997467.0 -2.8756 -4.5711 0.0056 1.00017 0.209 21
j122817-113137 cl1227-11.2-c1b-10-179.0-f105w 1514900400.0 -1.8515 2.6539 0.0044 1.00021 0.17 18
j123654+621608 colfax-bwj-ce-299.0-f140w 1513800046.0 -0.8485 -0.7394 0.0062 1.0002 0.076 40
j123654+621608 colfax-bwj-cf-280.0-f140w 1513799948.0 -0.2896 -1.0064 0.0085 1.00025 0.098 39
j123654+621608 figs-gn1-coi-3a-258.0-f105w 1513802722.0 1.2719 1.6821 0.0008 1.00011 0.12 39
j123654+621608 figs-gn1-coi-3b-258.0-f105w 1513802886.0 1.2201 1.6479 0.0015 1.0002 0.075 35
j123654+621608 figs-gn1-coi-3c-258.0-f105w 1513803052.0 1.2319 1.7787 0.0054 1.00007 0.124 38
j123654+621608 figs-gn1-coi-3d-258.0-f105w 1513803207.0 1.2482 1.6118 -0.0038 1.00013 0.081 35
j123654+621608 figs-gn1-coi-3e-217.0-f105w 1513802095.0 0.1411 2.0696 0.0057 1.00016 0.104 35
j123654+621608 figs-gn1-coi-3f-217.0-f105w 1513802253.0 0.2012 2.1483 -0.0076 1.00019 0.108 32
j123654+621608 figs-gn1-coi-3g-217.0-f105w 1513802407.0 0.0447 2.099 -0.0024 1.00018 0.084 32
j123654+621608 figs-gn1-coi-3h-217.0-f105w 1513802560.0 -0.0423 2.0517 -0.0036 1.00026 0.046 29
j123654+621608 figs-gn1-coi-3i-187.0-f105w 1513801475.0 0.78 -2.0237 0.0041 1.00016 0.118 31
j123654+621608 figs-gn1-coi-3j-187.0-f105w 1513801629.0 0.8199 -2.0239 0.0038 1.00019 0.096 31
j123654+621608 figs-gn1-coi-3k-187.0-f105w 1513801787.0 0.8337 -1.9068 -0.0058 1.00022 0.081 26
j123654+621608 figs-gn1-coi-3l-187.0-f105w 1513801940.0 0.797 -1.8631 0.0009 1.00025 0.084 32
j123654+621608 figs-gn1-coi-3m-151.0-f105w 1513800834.0 0.5557 -0.3629 -0.0053 1.00007 0.099 31
j123654+621608 figs-gn1-coi-3n-151.0-f105w 1513801002.0 0.602 -0.4679 -0.0004 1.00011 0.102 29
j123654+621608 figs-gn1-coi-3o-151.0-f105w 1513801166.0 0.6485 -0.6271 0.0046 1.00017 0.1 31
j123654+621608 figs-gn1-coi-3p-151.0-f105w 1513801322.0 0.4477 -0.4126 -0.0025 1.0001 0.05 25
j123654+621608 figs-gn1-coi-3q-112.0-f105w 1513800153.0 -2.1395 -1.4365 -0.0075 1.00019 0.153 32
j123654+621608 figs-gn1-coi-3r-112.0-f105w 1513800314.0 -2.3354 -1.5192 -0.0003 1.00015 0.134 33
j123654+621608 figs-gn1-coi-3s-112.0-f105w 1513800488.0 -2.2019 -1.45 -0.0023 1.00006 0.093 34
j123654+621608 figs-gn1-coi-3t-112.0-f105w 1513800665.0 -2.6841 -1.9222 -0.0026 1.00017 0.164 34
j123654+621608 figs-gn2-coi-4a-163.0-f105w 1513805400.0 2.3379 -0.3082 0.0034 1.00055 0.132 24
j123654+621608 figs-gn2-coi-4b-163.0-f105w 1513805519.0 2.2098 -0.4031 0.0009 1.00058 0.136 26
j123654+621608 figs-gn2-coi-4c-163.0-f105w 1513805623.0 2.3419 -0.2841 0.0027 1.00043 0.126 25
j123654+621608 figs-gn2-coi-4d-163.0-f105w 1513805737.0 2.324 -0.3445 -0.001 1.00047 0.163 26
j123654+621608 figs-gn2-coi-4e-157.0-f105w 1513804692.0 1.323 -0.6546 0.0102 1.0005 0.15 23
j123654+621608 figs-gn2-coi-4f-157.0-f105w 1513804867.0 1.2476 -0.6106 0.0116 1.00053 0.188 25
j123654+621608 figs-gn2-coi-4g-157.0-f105w 1513805040.0 1.22 -0.4849 0.0015 1.00049 0.243 25
j123654+621608 figs-gn2-coi-4h-157.0-f105w 1513805229.0 1.3472 -0.6151 0.0134 1.00052 0.19 25
j123654+621608 figs-gn2-coi-4i-107.0-f105w 1513804002.0 -1.7707 -0.366 -0.0066 1.00045 0.156 21
j123654+621608 figs-gn2-coi-4j-107.0-f105w 1513804164.0 -1.4929 -0.5926 -0.0023 1.00042 0.179 22
j123654+621608 figs-gn2-coi-4k-107.0-f105w 1513804327.0 -1.5993 -0.4828 -0.0059 1.00041 0.174 22
j123654+621608 figs-gn2-coi-4l-107.0-f105w 1513804504.0 -1.6678 -0.5051 0.0084 1.00057 0.156 21
j123654+621608 figs-gn2-coi-4m-023.0-f105w 1513803365.0 -1.7919 2.2458 0.0085 1.00049 0.164 23
j123654+621608 figs-gn2-coi-4n-023.0-f105w 1513803524.0 -1.6471 2.4337 0.0131 1.00024 0.116 21
j123654+621608 figs-gn2-coi-4o-023.0-f105w 1513803682.0 -1.8224 3.0193 0.0133 1.00044 0.1 24
j123654+621608 figs-gn2-coi-4p-023.0-f105w 1513803841.0 -1.7471 3.0114 0.017 1.00036 0.068 21
j123654+621608 figs-gn2-coi-4q-231.0-f105w 1513805858.0 1.8434 -2.0184 -0.0031 1.00045 0.148 19
j123654+621608 figs-gn2-coi-4r-231.0-f105w 1513806040.0 1.6455 -2.0061 -0.0051 1.00061 0.138 20
j123654+621608 figs-gn2-coi-4s-231.0-f105w 1513806220.0 2.0645 -1.8988 -0.0039 1.00039 0.151 20
j123654+621608 figs-gn2-coi-4t-231.0-f105w 1525115383.0 1.8578 -1.9922 -0.0018 1.00035 0.144 21
j123654+621608 gdn1-cat-01-345.0-f105w 1513806588.0 1.863 3.3533 -0.005 1.00008 0.12 35
j123654+621608 gdn10-cat-10-345.0-f105w 1513806697.0 1.7889 3.4992 -0.0061 1.00028 0.097 30
j123654+621608 gdn11-cat-11-015.0-f105w 1513806812.0 2.6015 1.827 -0.0035 1.00016 0.084 38
j123654+621608 gdn12-cat-12-010.0-f105w 1513806921.0 1.9377 2.1909 -0.0021 1.00023 0.115 36
j123654+621608 gdn13-cat-13-015.0-f105w 1513807037.0 -0.768 -2.7617 -0.0031 1.0002 0.142 30
j123654+621608 gdn14-cat-14-345.0-f105w 1513807142.0 2.8142 2.323 0.0086 0.99997 0.115 43
j123654+621608 gdn15-cat-15-345.0-f105w 1513807248.0 2.457 2.0195 -0.0022 1.00024 0.09 27
j123654+621608 gdn16-cat-16-348.0-f105w 1513807361.0 1.1964 0.3037 -0.0043 1.00013 0.107 24
j123654+621608 gdn17-cat-17-345.0-f105w 1513807465.0 1.1853 1.097 0.0008 1.00007 0.079 28
j123654+621608 gdn18-cat-18-175.0-f105w 1513807571.0 2.7526 -0.3399 0.0033 1.00028 0.133 23
j123654+621608 gdn19-cat-19-173.0-f105w 1513807675.0 2.9909 -0.4872 -0.0032 1.00023 0.113 25
j123654+621608 gdn2-cat-02-345.0-f105w 1513807774.0 1.7201 3.5362 0.0001 1.00013 0.093 22
j123654+621608 gdn20-cat-20-173.0-f105w 1513807883.0 3.1968 1.7237 -0.0034 1.00004 0.091 32
j123654+621608 gdn21-cat-21-345.0-f105w 1513807994.0 0.5658 0.8693 -0.0063 1.00025 0.127 33
j123654+621608 gdn22-cat-22-172.0-f105w 1513808110.0 3.1292 0.0259 -0.0073 1.00019 0.109 32
