# field visit time xshift yshift rot scale rms N
j025740-220918 macsj0257.6-2209-czk-01-210.0-f110w 1512174348.0 1.3272 -0.0019 0.0087 1.00028 0.073 265
j025740-220918 macsj0257.6-2209-czk-01-210.0-f160w 1512174239.0 1.2057 0.2587 0.0096 1.00024 0.18 64
j025740-220921 macsj0257.6-2209-bkz-3t-043.0-f814w 1511918925.0 1.4733 -4.8661 0.0097 1.00012 0.325 183
j025740-220921 macsj0257.6-2209-bkz-8s-084.0-f110w 1511918420.0 -0.9653 0.6842 0.0205 1.00026 0.172 67
j025740-220921 macsj0257.6-2209-bkz-8s-084.0-f140w 1511918508.0 -1.1909 0.7299 0.0247 1.00019 0.106 278
j025740-220921 macsj0257.6-2209-czk-01-210.0-f110w 1511918463.0 1.4239 0.3171 0.0186 1.00027 0.071 226
j025740-220921 macsj0257.6-2209-czk-01-210.0-f160w 1511918556.0 1.1653 0.4568 0.0209 1.00024 0.101 233
j030449-540426 spt-clj0304-5404-dgb-h2-201.0-f110w 1516850380.0 -1.2647 -1.6417 0.0383 1.00026 0.115 4
j030449-540426 spt-clj0304-5404-dgb-h2-201.0-f200lp 1516850504.0 -6.4482 -7.9089 0.0248 1.00042 0.476 41
j031238+082620 par-j031238+082619-czg-m1-086.0-f105w 1512174954.0 1.3435 0.1849 0.0041 0.99984 0.132 93
j031238+082620 par-j031238+082619-czg-m1-086.0-f140w 1512174894.0 1.2511 0.1419 0.0167 0.99984 0.139 115
j031238+082620 par-j031238+082619-czg-m3-086.0-f125w 1512174924.0 1.557 0.2548 0.0137 0.99998 0.145 107
j031238+082620 par-j031238+082619-czg-m3-086.0-f160w 1512174862.0 1.3616 0.3457 0.0106 0.9999 0.15 122
j031238+082620 par-j031238+082620-czg-m1-086.0-f160w 1512174847.0 1.0553 0.019 0.0142 0.99986 0.199 9
j031238+082620 par-j031238+082620-czg-m3-086.0-f105w 1512174939.0 1.6709 0.3627 -0.0038 0.99972 0.116 79
j031238+082620 par-j031239+082620-czg-m1-086.0-f125w 1512174909.0 1.349 -0.0808 0.0135 0.9998 0.164 114
j031238+082620 par-j031239+082620-czg-m3-086.0-f140w 1512174878.0 1.4566 0.2309 0.0142 0.99982 0.126 113
j031256+082215 plckesz-g171.9-40.7-czg-m1-086.0-f814w 1511965274.0 -3.3205 0.2496 0.0169 1.00003 0.25 176
j031256+082215 plckesz-g171.9-40.7-czg-m2-086.0-f105w 1511964343.0 2.2059 0.0478 0.022 1.00002 0.257 70
j031256+082215 plckesz-g171.9-40.7-czg-m2-086.0-f125w 1511964416.0 2.095 -0.1836 0.0287 1.00006 0.14 262
j031256+082215 plckesz-g171.9-40.7-czg-m2-086.0-f140w 1511964491.0 2.0616 -0.0175 0.03 1.00006 0.145 286
j031256+082215 plckesz-g171.9-40.7-czg-m2-086.0-f160w 1511964569.0 1.9752 -0.0572 0.0261 1.00014 0.162 302
j031256+082215 plckesz-g171.9-40.7-czg-m4-086.0-f105w 1511964380.0 2.4541 0.3134 0.0193 0.99998 0.114 243
j031256+082215 plckesz-g171.9-40.7-czg-m4-086.0-f125w 1511964454.0 2.2361 0.1302 0.0269 1.00013 0.131 266
j031256+082215 plckesz-g171.9-40.7-czg-m4-086.0-f140w 1511964530.0 2.3132 0.2236 0.0299 1.00005 0.162 285
j031256+082215 plckesz-g171.9-40.7-czg-m4-086.0-f160w 1511964609.0 2.1478 0.2847 0.0253 1.00014 0.158 302
j031925-002530 moo-j0319-0025-d39-05-229.0-f110w 1523914224.0 0.6595 0.7992 0.0115 1.0003 0.129 29
j032902+025624 rxj0329.0+0256-bs9-05-223.0-f105w 1512175328.0 2.1175 -1.4989 0.0086 1.00013 0.077 160
j032902+025624 rxj0329.0+0256-bs9-05-223.0-f160w 1512175263.0 2.0713 -1.4114 0.0118 1.00019 0.126 18
j033300-355746 for-j0332-3557-cyu-01-221.0-f125w 1523911464.0 0.0878 -0.1034 -0.0001 1.0 0.092 153
j033300-355746 for-j0332-3557-cyu-01-221.0-f160w 1523911427.0 0.0 0.0 0.0 1.0 0.0 0
j033300-355746 for-j0332-3557-cyu-02-223.0-f606w 1523911758.0 0.2207 -1.0334 -0.008 0.99961 0.307 52
j033300-355746 for-j0332-3557-cyu-02-223.0-f814w 1523911589.0 -0.7034 -1.5398 -0.004 0.99961 0.599 58
j033302-065110 sdssj0333-0651-c2i-05-064.0-f125w 1512175560.0 -4.4584 -1.7984 0.0057 0.99999 0.116 279
j033302-065110 sdssj0333-0651-c2i-05-064.0-f160w 1512175500.0 -4.5745 -1.6361 0.007 1.00003 0.251 33
j033302-065110 sdssj0333-0651-c2i-05-064.0-f814w 1512175758.0 -15.2754 -6.894 -0.0074 0.99995 0.384 153
j033307-845331 smacsj0332.8-8452-c39-4t-077.0-f110w 1511919235.0 0.258 0.073 0.0083 1.00026 0.044 7
j033307-845331 smacsj0332.8-8452-c39-4t-077.0-f140w 1511919268.0 -0.1142 0.0305 0.0107 1.00019 0.105 272
j035441-405909 spt-clj0354-4058-dgb-63-149.0-f110w 1516828801.0 -0.4331 -2.6977 -0.0187 1.00023 0.267 5
j035441-405909 spt-clj0354-4058-dgb-63-149.0-f200lp 1516828924.0 -5.1102 -11.7689 -0.0235 1.00066 1.408 34
j035730-452110 spt-clj0357-4521-dgb-65-149.0-f110w 1516830391.0 0.0 0.0 0.0 1.0 0.0 0
j035730-452110 spt-clj0357-4521-dgb-65-149.0-f200lp 1516830513.0 -2.7685 -2.4172 -0.0234 1.00017 0.515 22
j035852-295548 aco-3192-czg-92-110.0-f105w 1511966122.0 1.4407 0.7203 -0.0036 1.00027 0.248 52
j035852-295548 aco-3192-czg-92-110.0-f125w 1511966202.0 1.2207 0.3312 0.0018 1.00034 0.119 322
j035852-295548 aco-3192-czg-92-110.0-f140w 1511966279.0 1.1709 0.5064 0.0042 1.00032 0.115 331
j035852-295548 aco-3192-czg-92-110.0-f160w 1511966359.0 1.1106 0.5039 0.0038 1.00037 0.118 351
j035852-295548 aco-3192-czg-94-110.0-f105w 1511966162.0 1.3972 0.6673 -0.0028 1.00025 0.1 321
j035852-295548 aco-3192-czg-94-110.0-f125w 1511966241.0 1.2836 0.4349 0.0006 1.0003 0.12 332
j035852-295548 aco-3192-czg-94-110.0-f140w 1511966318.0 1.2708 0.5523 0.0058 1.00031 0.121 330
j035852-295548 aco-3192-czg-94-110.0-f160w 1511966399.0 1.1933 0.5745 0.001 1.00033 0.107 341
j035852-295548 macsj0358.8-2955-bgy-01-263.0-f814w 1511967319.0 -3.2009 5.039 -0.0051 1.00021 0.29 252
j041105-215826 spt-clj0411-2158-dgb-n5-241.0-f110w 1523892480.0 0.6863 -2.338 0.0101 1.00051 0.107 20
j041105-215826 spt-clj0411-2158-dgb-n5-241.0-f200lp 1523892603.0 -1.0658 -10.4625 0.0047 1.00074 0.373 53
j042117-484536 spt-clj0421-4845-cvg-04-259.0-f140w 1516835760.0 -2.7706 -0.6256 0.0019 1.00029 0.097 6
j042117-484536 spt-clj0421-4845-cvg-a4-259.0-f814w 1516836095.0 -1.204 2.9572 -0.007 1.00023 0.432 91
j044655-460600 spt-clj0446-4606-cvg-05-312.0-f140w 1516836736.0 4.1689 -4.7411 0.0182 1.00004 0.045 3
j044655-460600 spt-clj0446-4606-cvg-a5-312.0-f814w 1516837075.0 -2.0262 -1.6903 0.0047 0.99997 0.238 83
j045418+025645 abell520-p1-bh9-03-275.0-f814w 1511976662.0 -0.1908 -0.0801 -0.0153 1.00003 0.55 333
j045418+025645 abell520-p2-bh9-04-275.0-f814w 1511977709.0 4.4123 0.1177 -0.0095 1.00005 0.065 10
j045418+025645 abell520-p3-bh9-05-275.0-f814w 1511978754.0 0.6399 0.7284 0.0005 1.00003 0.229 17
j045418+025645 aco-520-ne-czg-52-100.0-f105w 1511978972.0 0.2417 0.6513 -0.0203 1.00017 0.376 132
j045418+025645 aco-520-ne-czg-52-100.0-f125w 1511979055.0 0.2598 0.4479 -0.0058 1.00017 0.337 146
j045418+025645 aco-520-ne-czg-52-100.0-f140w 1511979141.0 0.1281 0.4518 -0.0048 1.00025 0.328 144
j045418+025645 aco-520-ne-czg-52-100.0-f160w 1511979223.0 0.2281 0.6758 -0.0004 1.00006 0.348 151
j045418+025645 aco-520-ne-czg-54-100.0-f105w 1511979015.0 0.3541 0.6524 -0.0257 1.00003 0.338 132
j045418+025645 aco-520-ne-czg-54-100.0-f125w 1511979097.0 0.2285 0.3752 -0.0095 1.00031 0.366 143
j045418+025645 aco-520-ne-czg-54-100.0-f140w 1511979183.0 0.2839 0.5932 -0.0089 1.00007 0.352 138
j045418+025645 aco-520-ne-czg-54-100.0-f160w 1511979264.0 0.2294 0.6468 -0.0051 1.0001 0.314 147
j045941-494709 spt-clj0459-4947-cvg-03-242.0-f140w 1516834793.0 -2.5863 2.5171 0.0199 1.00028 0.03 5
j045941-494709 spt-clj0459-4947-cvg-a3-242.0-f814w 1516835135.0 -0.5721 9.807 0.0083 1.00014 0.424 86
j051234-360419 spt-clj0512-3603-dgb-q5-149.0-f110w 1516851774.0 1.5795 -3.086 0.0173 1.00017 0.131 11
j051234-360419 spt-clj0512-3603-dgb-q5-149.0-f200lp 1516851917.0 2.4177 -12.6913 0.0111 1.00035 0.367 86
j052041-132848 macsj0520.7-1328-bkz-8t-098.0-f110w 1511920620.0 -0.896 -0.1099 0.0169 1.00005 0.207 72
j052041-132848 macsj0520.7-1328-bkz-8t-098.0-f140w 1511920655.0 -1.0538 -0.0267 0.0184 1.00001 0.077 287
j054303-621926 spt-clj0543-6219-dgb-96-106.0-f110w 1516831723.0 2.7914 0.65 0.0248 1.00017 0.057 26
j054303-621926 spt-clj0543-6219-dgb-96-106.0-f200lp 1516831877.0 6.6098 -0.3073 0.0164 1.00043 0.145 278
j054918-620516 smacsj0549.3-6205-bkz-3j-000.0-f814w 1511921497.0 0.3571 4.9659 0.007 1.00013 0.163 416
j054918-620516 smacsj0549.3-6205-bkz-8i-072.0-f110w 1511921120.0 -0.9708 1.374 0.0147 1.00029 0.091 28
j054918-620516 smacsj0549.3-6205-bkz-8i-072.0-f140w 1511921155.0 -1.237 1.3902 0.0166 1.00023 0.066 528
j055137-570849 spt-clj0551-5709-dgb-99-109.0-f110w 1516832556.0 1.2648 -3.1703 0.0089 1.00039 0.032 7
j055137-570849 spt-clj0551-5709-dgb-99-109.0-f200lp 1516832698.0 1.0545 -12.9998 -0.0035 1.00064 0.302 92
j055322-334228 macsj0553.4-3342-blp-01-198.0-f814w 1511981126.0 4.1981 5.0857 0.0078 1.00009 0.448 467
j055322-334228 mcs-j0553.4-3342-czg-y2-154.0-f105w 1511981304.0 1.4736 -0.8589 0.0165 1.00011 0.26 265
j055322-334228 mcs-j0553.4-3342-czg-y2-154.0-f125w 1511981393.0 1.302 -1.0931 0.0245 1.00013 0.231 272
j055322-334228 mcs-j0553.4-3342-czg-y2-154.0-f140w 1511981478.0 1.2677 -0.9825 0.0246 1.0002 0.208 269
j055322-334228 mcs-j0553.4-3342-czg-y2-154.0-f160w 1511981570.0 1.2425 -0.9246 0.0226 1.00013 0.243 271
j055322-334228 mcs-j0553.4-3342-czg-y4-154.0-f105w 1511981350.0 1.4674 -0.477 0.0159 1.0001 0.215 264
j055322-334228 mcs-j0553.4-3342-czg-y4-154.0-f125w 1511981436.0 1.3415 -0.6258 0.0235 1.00014 0.22 265
j055322-334228 mcs-j0553.4-3342-czg-y4-154.0-f140w 1511981522.0 1.3398 -0.5114 0.021 1.00012 0.201 264
j055322-334228 mcs-j0553.4-3342-czg-y4-154.0-f160w 1511981616.0 1.1794 -0.5443 0.022 1.00023 0.237 268
j055521-640628 spt-clj0555-6406-dgb-a0-211.0-f110w 1523891527.0 3.5867 3.948 -0.0439 1.00189 1.438 9
j055521-640628 spt-clj0555-6406-dgb-a0-211.0-f200lp 1523891676.0 5.0023 6.8664 -0.0526 1.00215 0.173 476
j055650-540354 spt-clj0556-5403-dgb-a1-103.0-f110w 1516846210.0 1.3372 -0.0623 0.064 1.00084 0.231 5
j055650-540354 spt-clj0556-5403-dgb-a1-103.0-f200lp 1516846352.0 1.0948 -3.6165 0.0514 1.00109 0.156 29
j060009-200806 macsj0600.1-2008-c39-82-046.0-f814w 1511982501.0 5.8767 -1.127 0.006 0.99991 0.602 155
j060009-200806 rxc-j0600.1-2007-czg-k1-224.0-f814w 1511983749.0 -5.085 4.6946 0.0062 0.9999 0.172 645
j060009-200806 rxc-j0600.1-2007-czg-k2-224.0-f105w 1511982607.0 -0.0963 2.6045 0.0095 0.99993 0.127 384
j060009-200806 rxc-j0600.1-2007-czg-k2-224.0-f125w 1511982712.0 -0.2477 2.3485 0.0184 1.00001 0.155 415
j060009-200806 rxc-j0600.1-2007-czg-k2-224.0-f140w 1511982815.0 -0.1973 2.5407 0.0216 0.99997 0.123 400
j060009-200806 rxc-j0600.1-2007-czg-k2-224.0-f160w 1511982918.0 -0.3425 2.5105 0.0174 1.00002 0.148 407
j060009-200806 rxc-j0600.1-2007-czg-k4-224.0-f105w 1511982661.0 0.3559 2.8487 0.0059 0.99995 0.117 373
j060009-200806 rxc-j0600.1-2007-czg-k4-224.0-f125w 1511982763.0 0.2194 2.664 0.011 1.0 0.12 385
j060009-200806 rxc-j0600.1-2007-czg-k4-224.0-f140w 1511982865.0 0.2332 2.7737 0.0168 1.00001 0.126 396
j060009-200806 rxc-j0600.1-2007-czg-k4-224.0-f160w 1511982968.0 0.0499 2.8033 0.0113 1.00006 0.121 394
j060012-435331 smacsj0600.2-4353-bkz-3k-097.0-f814w 1511922226.0 -10.0654 11.7572 -0.011 0.99983 0.355 187
j060012-435331 smacsj0600.2-4353-c39-4y-090.0-f110w 1511921858.0 0.0 0.0 0.0 1.0 nan 0
j060012-435331 smacsj0600.2-4353-c39-4y-090.0-f140w 1511921892.0 -0.1104 0.1476 0.0025 0.99995 0.115 273
j060035-200809 par-j060035-200807-czg-k1-224.0-f140w 1512176135.0 -0.0719 -2.7033 0.014 1.00043 0.101 220
j060035-200809 par-j060035-200807-czg-k3-224.0-f125w 1512176171.0 -0.6611 -3.0625 0.0064 1.00049 0.09 220
j060035-200809 par-j060035-200810-czg-k1-224.0-f105w 1512176207.0 -0.1982 -2.8912 0.0035 1.00041 0.095 179
j060035-200809 par-j060035-200810-czg-k3-224.0-f160w 1512176100.0 -0.2888 -2.5273 0.0076 1.00049 0.088 230
j060035-200809 par-j060035-200812-czg-k1-224.0-f160w 1512176079.0 0.3626 -2.2828 0.0122 1.00047 0.243 34
j060035-200809 par-j060035-200812-czg-k3-224.0-f105w 1512176190.0 -0.1241 -2.5403 0.0051 1.00042 0.1 191
j060035-200809 par-j060035-200814-czg-k1-224.0-f125w 1512176154.0 0.245 -2.7111 0.0127 1.00051 0.12 210
j060035-200809 par-j060035-200814-czg-k3-224.0-f140w 1512176117.0 -0.2103 -2.6231 0.0122 1.00044 0.104 215
j060734-444807 spt-clj0607-4448-cvg-02-336.0-f140w 1516833493.0 0.3561 -1.3329 0.0054 1.00033 0.19 11
j060734-444807 spt-clj0607-4448-cvg-a2-337.0-f814w 1516833946.0 -3.735 2.3545 -0.0059 1.00025 0.308 229
j060734-444807 spt-clj0607-4448-d81-17-199.0-f110w 1516833595.0 -0.7141 -2.2103 -0.0027 1.0004 0.094 204
j064017-511304 spt-clj0640-5113-ccd-0h-045.0-f606w 1516844945.0 -5.1517 7.705 0.0288 1.00006 0.259 156
j064017-511304 spt-clj0640-5113-d81-18-070.0-f110w 1516844727.0 2.1759 -2.7084 0.0156 1.00025 0.111 36
j064754-582916 spt-clj0647-5828-dgb-i5-145.0-f110w 1516850844.0 -1.7679 -1.9892 0.0154 1.00016 0.161 11
j064754-582916 spt-clj0647-5828-dgb-i5-145.0-f200lp 1516850981.0 -8.1136 -8.9617 0.0068 1.00046 0.417 94
j064829-462255 spt-clj0648-4622-dgb-b1-143.0-f110w 1516846654.0 0.312 -1.8778 0.0121 1.00038 0.061 16
j064829-462255 spt-clj0648-4622-dgb-b1-143.0-f200lp 1516846755.0 -1.7461 -8.8411 0.0044 1.00062 0.299 48
j065045-450415 spt-clj0650-4503-dgb-b2-090.0-f110w 1516847074.0 -0.7324 -1.6037 0.0002 1.00007 0.139 19
j065045-450415 spt-clj0650-4503-dgb-b2-090.0-f200lp 1516847212.0 -4.8489 -7.6276 -0.008 1.00039 0.333 108
j065835-555703 1es-0657-55.8-nw-wfc3-a0m-05-133.0-f110w 1512238867.0 -1.2504 -0.6664 0.008 1.00003 0.064 267
j065835-555703 1es-0657-55.8-nw-wfc3-a0m-05-133.0-f160w 1512176671.0 -1.4317 -0.4958 0.0083 1.00005 0.091 179
j065835-555703 1es-0657-55.8-se-wfc3-a0m-04-133.0-f110w 1512238702.0 -1.3453 -0.7494 0.009 0.99997 0.056 285
j065835-555703 1es-0657-55.8-se-wfc3-a0m-04-133.0-f160w 1512176490.0 -1.5487 -0.5966 0.0104 0.99999 0.071 174
j065835-555703 clg-0657-56-b5m-17-320.0-f110w 1512238597.0 -2.5104 0.9816 0.0077 1.00008 0.08 296
j065835-555703 clg-0657-56-b5m-17-320.0-f160w 1512176389.0 -2.6596 1.154 0.0065 1.00006 0.114 23
j065835-555703 clg-0657-56-b5m-27-220.0-f814w 1512239876.0 -1.1058 -4.9232 0.0029 0.99994 0.207 231
j065835-555703 gal-clus-065819-555635-907-01-107.0-f814w 1512239416.0 2.5805 -6.6079 -0.0047 0.99992 0.24 122
j072055+710856 rxj0720.8+7109-bul-01-273.0-f105w 1512177159.0 0.2628 0.907 -0.0048 1.00043 0.091 169
j072055+710856 rxj0720.8+7109-bul-01-273.0-f160w 1512177011.0 0.3433 1.0976 0.0045 1.00049 0.172 38
j072206+072858 par-j072206+072859-czg-l1-092.0-f140w 1512162599.0 -1.0828 1.9928 0.0121 1.00025 0.119 278
j072206+072858 par-j072206+072859-czg-l3-092.0-f125w 1512162655.0 -0.9212 1.7592 0.0119 1.00025 0.086 278
j072206+072858 par-j072206+072900-czg-l1-092.0-f105w 1512162701.0 -0.96 2.0572 0.0035 1.0002 0.091 249
j072206+072858 par-j072206+072900-czg-l3-092.0-f160w 1512162546.0 -0.7212 2.1081 0.0098 1.00021 0.09 292
j072206+072858 par-j072207+072900-czg-l1-092.0-f125w 1512162629.0 -0.9615 1.8271 0.0092 1.00024 0.088 268
j072206+072858 par-j072207+072900-czg-l1-092.0-f160w 1512162522.0 -0.8666 2.2092 0.0088 1.00025 0.138 46
j072206+072858 par-j072207+072900-czg-l3-092.0-f105w 1512162680.0 -0.6166 1.9967 0.0024 1.0002 0.084 227
j072206+072858 par-j072207+072900-czg-l3-092.0-f140w 1512162570.0 -0.5655 2.0172 0.0117 1.00018 0.091 271
j074459+392652 macs0744+3927-bf2-a2-075.0-f110w 1512178745.0 -2.9765 -1.5213 0.0231 1.00038 0.091 295
j074459+392652 macs0744+3927-bf2-a2-075.0-f160w 1512178337.0 -2.9986 -1.1376 0.0264 1.00041 0.107 343
j074459+392652 macs0744+3927-bf2-a4-075.0-f105w 1512178831.0 -3.3596 -1.4149 0.0157 1.00028 0.068 277
j074459+392652 macs0744+3927-bf2-a4-075.0-f140w 1512178435.0 -3.2087 -1.2887 0.0284 1.0003 0.101 321
j074459+392652 macs0744+3927-bf2-a9-075.0-f110w 1512178704.0 -3.2471 -1.4345 0.0249 1.00039 0.094 291
j074459+392652 macs0744+3927-bf2-a9-075.0-f160w 1512178289.0 -3.0052 -0.8283 0.0263 1.00038 0.103 284
j074459+392652 macs0744+3927-bf2-b1-104.0-f125w 1512178659.0 -1.7043 0.7093 0.0251 1.00038 0.082 294
j074459+392652 macs0744+3927-bf2-b1-104.0-f160w 1512178243.0 -1.5581 1.0501 0.0253 1.00043 0.075 290
j074459+392652 macs0744+3927-bf2-b6-104.0-f105w 1512178788.0 -1.5234 0.8202 0.0165 1.0003 0.1 266
j074459+392652 macs0744+3927-bf2-b6-104.0-f140w 1512178538.0 -1.4585 0.91 0.0276 1.00034 0.077 297
j074459+392652 macs0744+3927-bf2-b8-104.0-f125w 1512178618.0 -1.5613 0.664 0.0234 1.00032 0.087 289
j074459+392652 macs0744+3927-bf2-b8-104.0-f160w 1512178199.0 -1.3573 1.1109 0.0236 1.00041 0.104 312
j074459+392652 macs0744.9+3927-ca5-37-104.0-f105w 1512177723.0 -1.2148 1.1216 0.0172 1.00027 0.081 100
j074459+392652 macs0744.9+3927-ca5-37-104.0-f140w 1512178088.0 -1.5397 0.8844 0.0284 1.00036 0.051 120
j074459+392652 macs0744.9+3927-ca5-38-104.0-f105w 1512177835.0 -1.2836 1.163 0.0187 1.00022 0.075 107
j074459+392652 macs0744.9+3927-ca5-38-104.0-f140w 1512178485.0 -1.6865 0.8869 0.0269 1.00032 0.095 306
j074459+392652 macs0744.9+3927-ca5-39-019.0-f105w 1512177484.0 -1.9089 -0.8128 0.015 1.00026 0.228 26
j074459+392652 macs0744.9+3927-ca5-39-019.0-f140w 1512177965.0 -2.1312 -0.9843 0.0245 1.00028 0.079 133
j074459+392652 macs0744.9+3927-ca5-40-019.0-f105w 1512177595.0 -2.0681 -0.9746 0.0136 1.00018 0.064 113
j074459+392652 macs0744.9+3927-ca5-40-019.0-f140w 1512178384.0 -2.4207 -1.2162 0.026 1.00029 0.105 322
j074459+392652 macsj0744+3927-8qu-06-314.0-f814w 1512179932.0 1.0683 5.2493 0.1085 0.99847 3.155 49
j074459+392652 macsj0744+3927-9dd-05-059.0-f814w 1512179322.0 -5.5036 16.6362 0.0064 1.00019 0.344 132
j074459+392652 macsj0744+3927-9oi-05-059.0-f814w 1512179587.0 3.5976 4.3094 0.0046 0.999 2.705 266
j074459+392652 macsj0744.9+3927-y1-bo1-f2-089.0-f105w 1512178874.0 -3.7781 -0.7942 0.0129 1.00037 0.1 228
j074459+392652 macsj0744.9+3927-y1-bo1-f2-089.0-f140w 1512178581.0 -3.6062 -0.6286 0.0234 1.00042 0.107 139
j074459+392652 par-j074507+392217-ca5-37-104.0-f814w 1512180234.0 2.546 2.6592 -0.005 1.00003 0.388 200
j074459+392652 par-j074507+392217-ca5-38-104.0-f814w 1512180495.0 3.2417 1.7735 -0.0059 1.00001 0.404 205
j074459+392652 par-j074507+392218-ca5-37-104.0-f814w 1512179059.0 2.6327 2.6156 -0.0054 1.00003 0.378 23
j074459+392652 par-j074507+392218-ca5-38-104.0-f814w 1512180681.0 3.4349 1.8597 -0.0067 0.99996 0.489 205
j083015+655443 par-j083014+655442-czg-x1-088.0-f140w 1512181581.0 -0.1735 1.5818 0.017 1.00057 0.107 189
j083015+655443 par-j083014+655442-czg-x3-088.0-f125w 1512181619.0 -0.716 1.1477 0.017 1.00057 0.095 186
j083015+655443 par-j083015+655443-czg-x1-088.0-f105w 1512181656.0 -0.6483 1.1062 0.0105 1.0005 0.118 160
j083015+655443 par-j083015+655443-czg-x1-088.0-f160w 1512181546.0 -0.261 1.6953 0.0105 1.00056 0.133 203
j083015+655443 par-j083015+655443-czg-x3-088.0-f105w 1512181639.0 -0.6618 1.33 0.0057 1.00052 0.124 178
j083015+655443 par-j083015+655443-czg-x3-088.0-f160w 1512181527.0 -0.2338 1.8575 0.0148 1.00056 0.307 39
j083015+655443 par-j083016+655443-czg-x1-088.0-f125w 1512181601.0 -0.4272 1.2551 0.0117 1.00059 0.126 183
j083015+655443 par-j083016+655443-czg-x3-088.0-f140w 1512181563.0 -0.7571 1.2508 0.0126 1.00051 0.119 187
j084248+362728 par-j084248+362726-czg-e1-113.0-f125w 1512181921.0 -1.5876 -1.5486 0.0158 1.00081 0.155 126
j084248+362728 par-j084248+362726-czg-e3-113.0-f140w 1512181886.0 -1.4118 -1.3421 0.0158 1.00075 0.131 132
j084248+362728 par-j084248+362727-czg-e1-113.0-f160w 1512181853.0 -1.3416 -0.9514 0.0155 1.00087 0.132 138
j084248+362728 par-j084248+362727-czg-e3-113.0-f105w 1512181955.0 -0.8539 -0.8362 0.0071 1.00067 0.121 114
j084248+362728 par-j084248+362728-czg-e1-113.0-f105w 1512181938.0 -1.6001 -1.2519 0.0105 1.00075 0.122 111
j084248+362728 par-j084248+362728-czg-e3-113.0-f160w 1512181837.0 -0.6702 -0.5032 0.0141 1.00086 0.252 15
j084248+362728 par-j084248+362729-czg-e1-113.0-f140w 1512181870.0 -1.3241 -0.9494 0.016 1.00084 0.116 122
j084248+362728 par-j084248+362729-czg-e3-113.0-f125w 1512181902.0 -1.531 -1.4279 0.0128 1.00088 0.121 141
j085013-061221 emacsj0850.2-0611-dkl-0s-275.0-f110w 1523888907.0 -0.2491 -2.3501 0.0185 1.00035 0.075 231
j085013-061221 emacsj0850.2-0611-dkl-0s-275.0-f140w 1523888877.0 -0.2486 -2.1186 0.0202 1.00031 0.242 25
j085139+333039 sdssj0851+3331-c2i-06-293.0-f125w 1512249356.0 -2.0227 -1.8301 -0.2209 0.99719 0.977 83
j091111+174637 mcs-j0911.2+1746-ir-czg-cd-267.0-f140w 1512062983.0 -1.3497 -1.8806 0.0071 1.00005 0.123 238
j091540+382631 sdssj0915+3826-c2i-09-280.0-f125w 1512183592.0 -2.4043 -1.0747 0.0019 1.00033 0.101 258
j091540+382631 sdssj0915+3826-c2i-09-280.0-f160w 1512183538.0 -2.3359 -0.768 0.0003 1.00034 0.19 54
j091540+382631 sdssj0915+3826-c2i-09-280.0-f814w 1512183780.0 -9.378 -5.4834 -0.0072 1.00018 0.438 164
j091756+514348 a773-arc-bio-04-072.0-f132n 1512238567.0 -4.1748 0.3176 0.0087 1.00062 0.102 194
j091756+514348 abell-773-b5m-11-316.0-f110w 1512238636.0 -5.7208 -1.9872 0.0074 1.00037 0.064 251
j091756+514348 abell-773-b5m-11-316.0-f160w 1512184051.0 -5.7299 -1.6791 0.0078 1.00037 0.159 100
j091756+514348 abell-773-b5m-21-307.0-f814w 1512239073.0 -0.6906 -7.4014 -0.0001 1.00022 0.264 199
j091851-810303 psz1-g295.24-21.55-cvx-02-114.0-f105w 1512184254.0 -1.3532 -1.9703 -0.0102 1.00015 0.076 352
j091851-810303 psz1-g295.24-21.55-cvx-02-114.0-f160w 1512184180.0 -1.4176 -1.9279 -0.0031 1.0002 0.068 22
j091851-810303 psz1-g295.24-21.55-cvx-03-229.0-f814w 1512184426.0 1.3319 0.2275 -0.0125 1.00009 0.216 256
j092803+203122 sdssj0928+2031-c2i-10-040.0-f110w 1512184730.0 0.1903 -0.1695 0.0004 1.00001 0.127 206
j092803+203122 sdssj0928+2031-c2i-10-040.0-f160w 1512184672.0 0.0 0.0 0.0 1.0 0.0 0
j095239+343520 sdssj0952+3434-c2i-11-129.0-f105w 1512185042.0 0.6029 -0.2379 0.0126 0.99997 0.137 212
j095239+343520 sdssj0952+3434-c2i-11-129.0-f160w 1512184871.0 0.4506 -0.2547 0.0151 1.00006 0.212 50
j095239+343520 sgasj095237+343531-de1-02-322.0-f098m 1512185102.0 0.604 0.9934 0.0103 1.00004 0.104 197
j095239+343520 sgasj095237+343531-de1-02-322.0-f125w 1512184987.0 0.7654 1.1002 0.0104 1.00002 0.087 238
j095239+343520 sgasj095237+343531-de1-02-322.0-f140w 1512184929.0 0.7102 1.2422 0.0134 1.0 0.1 179
j095741+050918 sdssj0957+0509-c2i-12-250.0-f125w 1512185407.0 -4.3366 -3.219 -0.0041 1.00056 0.114 201
j095741+050918 sdssj0957+0509-c2i-12-250.0-f160w 1512185350.0 -4.1225 -2.7937 -0.0034 1.0006 0.322 34
j095741+050918 sdssj0957+0509-c2i-12-250.0-f814w 1512185591.0 -15.0952 -12.5006 -0.0132 1.00057 0.474 128
j100228+203039 sdssj1002+2031-c2i-41-268.0-f105w 1512185905.0 -7.431 -1.0484 -0.0059 1.00019 0.128 240
